time,email,f,m,l,,school,how,class
11/18/2023 10:59:37,student1186@gmail.com,student,stud,1186,Harrison High School,"High school counselor, SICTC Website, Friend and Family Member",Computer Science/Software Development,
11/18/2023 10:59:58,student1187@gmail.com,student,stud,1187,North High School,"Informational posters, SICTC Information Meeting at High School",Mechanical Engineering,
11/18/2023 11:00:31,student1188@gmail.com,student,stud,1188,Mt. Vernon High School,"Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Public Safety/Criminal Justice,
11/18/2023 11:00:50,student1189@gmail.com,student,stud,1189,Castle High School,High school counselor,Health Science Exercise Science,
11/18/2023 11:01:04,student1190@gmail.com,student,stud,1190,North High School,Current SITCTC Student,Advanced Manufacturing Technology,
11/18/2023 11:01:07,student1191@gmail.com,student,stud,1191,New Tech Institute,"Informational posters, Facebook",Diesel Service Technology,
11/18/2023 11:01:22,student1192@gmail.com,student,stud,1192,Bosse High School,Friend and Family Member,Radio / TV / Communications,
11/18/2023 11:01:59,student1193@gmail.com,student,stud,1193,Central High School,"Informational posters, Facebook",Automotive Service Technology,
11/18/2023 11:02:01,student1194@gmail.com,student,stud,1194,Boonville High School,SICTC Information Meeting at High School,Public Safety / Criminal Justice,
11/18/2023 11:02:09,student1195@gmail.com,student,stud,1195,Boonville High School,SICTC Information Meeting at High School,HVAC ,
11/18/2023 11:02:15,student1196@gmail.com,student,stud,1196,New Tech Institute,"High school counselor, Sister",Public Safety / Criminal Justice,
11/18/2023 11:02:22,student1197@gmail.com,student,stud,1197,Gibson Southern High School,High school counselor,Health science and culinary arts,
11/18/2023 11:02:42,student1198@gmail.com,student,stud,1198,Harrison High School,SICTC Information Meeting at High School,Public Safety / Criminal Justice,
11/18/2023 11:02:56,student1199@gmail.com,student,stud,1199,Evansville Christian School,Friend and Family Member,Pre-professional health sciences ,
11/18/2023 11:02:56,student1200@gmail.com,student,stud,1200,Wood Memorial High School,SICTC Information Meeting at High School,Culinary Arts,
11/18/2023 11:03:03,student1201@gmail.com,student,stud,1201,New Tech Institute,High school counselor,Culinary Arts,
11/18/2023 11:03:15,student1202@gmail.com,student,stud,1202,North High School,"Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 11:03:19,student1203@gmail.com,student,stud,1203,Reitz High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 11:03:21,student1204@gmail.com,student,stud,1204,Boonville High School,SICTC Information Meeting at High School,HVAC-R and Energy Systems,
11/18/2023 11:03:24,student1205@gmail.com,student,stud,1205,New Tech Institute,I go to New Tech,Advanced Manufacturing Technology,
11/18/2023 11:04:29,student1206@gmail.com,student,stud,1206,Boonville High School,SICTC Information Meeting at High School,Electrical Technology,
11/18/2023 11:04:30,student1207@gmail.com,student,stud,1207,Bosse High School,High school counselor,Advanced Manufacturing Technology,
11/18/2023 11:04:35,student1208@gmail.com,student,stud,1208,New Tech Institute,"SICTC Information Meeting at High School, New Tech curriculum",Automotive Collision Repair Technology,
11/18/2023 11:04:36,student1209@gmail.com,student,stud,1209,Home School,"Friend and Family Member, Current SITCTC Student",HVAC-R and Energy Systems,
11/18/2023 11:04:49,student1210@gmail.com,student,stud,1210,Reitz High School,"High school counselor, Friend and Family Member",Advanced Manufacturing Technology,
11/18/2023 11:05:09,student1211@gmail.com,student,stud,1211,,Friend and Family Member,"Welding, Deisle machanics",
11/18/2023 11:05:32,student1212@gmail.com,student,stud,1212,Home School,,HVAC-R and Energy Systems,
11/18/2023 11:05:38,student1213@gmail.com,student,stud,1213,Evansville Christian School,"High school counselor, Instagram",Radio / TV / Communications,
11/18/2023 11:05:54,student1214@gmail.com,student,stud,1214,North Posey High School,Friend and Family Member,Diesel Service Technology,
11/18/2023 11:06:17,student1215@gmail.com,student,stud,1215,Central High School,High school counselor,Automotive Collision Repair Technology,
11/18/2023 11:06:20,student1216@gmail.com,student,stud,1216,Evansville Christian School,"High school counselor, Friend and Family Member",Engineering/Architectural Design Technology,
11/18/2023 11:06:22,student1217@gmail.com,student,stud,1217,North Posey High School,"Facebook, SICTC Website, Friend and Family Member",Automotive Service Technology,
11/18/2023 11:06:22,student1218@gmail.com,student,stud,1218,Evansville Christian School,Friend and Family Member,Health Science Education,
11/18/2023 11:06:24,student1219@gmail.com,student,stud,1219,New Tech Institute,SICTC Information Meeting at High School,Engineering/Architectural Design Technology,
11/18/2023 11:06:29,student1220@gmail.com,student,stud,1220,Evansville Christian School,My principal emailed me about it,Radio / TV / Communications,
11/18/2023 11:06:36,student1221@gmail.com,student,stud,1221,Mater Dei High School,"Friend and Family Member, SICTC Information Meeting at High School",Automotive Service Technology,
11/18/2023 11:06:42,student1222@gmail.com,student,stud,1222,Evansville Christian School,"High school counselor, Instagram",Media Communications and Broadcasting,
11/18/2023 11:06:53,student1223@gmail.com,student,stud,1223,North High School,High school counselor,Culinary Arts,
11/18/2023 11:07:14,student1224@gmail.com,student,stud,1224,Home School,Friend and Family Member,Building Construction Technology,
11/18/2023 11:07:27,student1225@gmail.com,student,stud,1225,Gibson Southern High School,High school counselor,Health Science Education,
11/18/2023 11:07:41,student1226@gmail.com,student,stud,1226,Harrison High School,Friend and Family Member,Automotive Service Technology,
11/18/2023 11:07:58,student1227@gmail.com,student,stud,1227,Reitz High School,High school counselor,Advanced Manufacturing Technology,
11/18/2023 11:08:17,student1228@gmail.com,student,stud,1228,Reitz High School,"Facebook, SICTC Website",Veterinary science,
11/18/2023 11:08:25,student1229@gmail.com,student,stud,1229,North High School,"High school counselor, SICTC Website",Diesel Service Technology,
11/18/2023 11:08:38,student1230@gmail.com,student,stud,1230,North Posey High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Computer Science/Software Development,
11/18/2023 11:08:50,student1231@gmail.com,student,stud,1231,Home School,Friend and Family Member,Electrical Technology,
11/18/2023 11:09:21,student1232@gmail.com,student,stud,1232,Tecumseh High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 11:09:23,student1233@gmail.com,student,stud,1233,Tecumseh High School,High school counselor,Public Safety / Criminal Justice,
11/18/2023 11:09:51,student1234@gmail.com,student,stud,1234,Mt. Vernon High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems,
11/18/2023 11:09:58,student1235@gmail.com,student,stud,1235,Harrison High School,Friend and Family Member,Building construction technology ,
11/18/2023 11:10:42,student1236@gmail.com,student,stud,1236,Harrison High School,SICTC Information Meeting at High School,Public Safety / Criminal Justice,
11/18/2023 11:11:02,student1237@gmail.com,student,stud,1237,Home School,Informational posters,Computer Science/Software Development,
11/18/2023 11:11:07,student1238@gmail.com,student,stud,1238,Reitz High School,High school counselor,Advanced Manufacturing Technology,
11/18/2023 11:11:12,student1239@gmail.com,student,stud,1239,Gibson Southern High School,Facebook,Public Safety / Criminal Justice,
11/18/2023 11:11:38,student1240@gmail.com,student,stud,1240,New Tech Institute,From being down the hall,Criminal justice ,
11/18/2023 11:11:39,student1241@gmail.com,student,stud,1241,Princeton High School,Friend and Family Member,Construction and welding ,
11/18/2023 11:11:42,student1242@gmail.com,student,stud,1242,North Posey High School,Friend and Family Member,Health Science Exercise Science,
11/18/2023 11:12:09,student1243@gmail.com,student,stud,1243,Reitz High School,"High school counselor, Friend and Family Member",Diesel Service Technology,
11/18/2023 11:12:34,student1244@gmail.com,student,stud,1244,Home School,Facebook,Building Construction Technology,
11/18/2023 11:12:38,student1245@gmail.com,student,stud,1245,Gibson Southern High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 11:12:40,student1246@gmail.com,student,stud,1246,Evansville Christian School,"Informational posters, Friend and Family Member",Health Science Education,
11/18/2023 11:12:55,student1247@gmail.com,student,stud,1247,Reitz High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student","Wedding,  electrical, precision machinist ",
11/18/2023 11:13:10,student1248@gmail.com,student,stud,1248,New Tech Institute,I go to New Tech,Electrical Technology,
11/18/2023 11:13:30,student1249@gmail.com,student,stud,1249,Mt. Vernon High School,"High school counselor, Friend and Family Member",Advanced Manufacturing Technology,
11/18/2023 11:13:43,student1250@gmail.com,student,stud,1250,North High School,Current SITCTC Student,Engineering/Architectural Design Technology,
11/18/2023 11:13:51,student1251@gmail.com,student,stud,1251,Home School,Friend and Family Member,Diesel Service Technology,
11/18/2023 11:14:12,student1252@gmail.com,student,stud,1252,New Tech Institute,"Informational posters, Facebook",Computer Science/Software Development,
11/18/2023 11:14:17,student1253@gmail.com,student,stud,1253,North High School,"High school counselor, SICTC Website",Automotive Service Technology,
11/18/2023 11:14:28,student1254@gmail.com,student,stud,1254,Boonville High School,SICTC Information Meeting at High School,Engineering/Architectural Design Technology,
11/18/2023 11:14:30,student1255@gmail.com,student,stud,1255,Princeton High School,"High school counselor, Friend and Family Member",Health Science Exercise Science,
11/18/2023 11:14:48,student1256@gmail.com,student,stud,1256,Princeton High School,"High school counselor, Friend and Family Member",Health Science Education,
11/18/2023 11:15:31,student1257@gmail.com,student,stud,1257,New Tech Institute,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Welding Technology,
11/18/2023 11:15:37,student1258@gmail.com,student,stud,1258,Gibson Southern High School,Current SITCTC Student,Health Sciences: Pre-Professional & Computer Sciences,
11/18/2023 11:15:38,student1259@gmail.com,student,stud,1259,Boonville High School,"High school counselor, Friend and Family Member, Current SITCTC Student",Welding Technology,
11/18/2023 11:16:18,student1260@gmail.com,student,stud,1260,New Tech Institute,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Public Safety / Criminal Justice,
11/18/2023 11:16:27,student1261@gmail.com,student,stud,1261,Tecumseh High School,High school counselor,Public Safety / Criminal Justice,
11/18/2023 11:16:34,student1262@gmail.com,student,stud,1262,Reitz High School,High school counselor,Public Safety / Criminal Justice,
11/18/2023 11:16:41,student1263@gmail.com,student,stud,1263,New Tech Institute,I go to New Tech,Welding Technology,
11/18/2023 11:17:31,student1264@gmail.com,student,stud,1264,New Tech Institute,"Instagram, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School","Veternairy sciences , Health Pre-professional ",
